"TIME","GEO","INDIC_ED","Value","Flag and Footnotes"
"2004","Albania","Pupils at ISCED level 0 - as % of all pupils and students","10.2","d"
"2004","Albania","Pupils at ISCED level 0 (1 000)","79.9",""
"2004","Albania","Pupils at ISCED level 1 - as % of all pupils and students","32.1","d"
"2004","Albania","Pupils at ISCED level 1 (1 000)","250.5",""
"2004","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","16,378.9",""
"2004","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","2.1",""
"2004","Turkey","Pupils at ISCED level 0 (1 000)","358.5",""
"2004","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","62.6",""
"2004","Turkey","Pupils at ISCED level 1 (1 000)","10,479.5",""
"2005","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,380.2",""
"2005","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.8",""
"2005","Belgium","Pupils at ISCED level 0 (1 000)","412.0",""
"2005","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","26.5",""
"2005","Belgium","Pupils at ISCED level 1 (1 000)","738.6",""
"2005","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)","1,013.2",""
"2005","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students","14.9",""
"2005","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)","177.1",""
"2005","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students","26.7",""
"2005","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)","317.9",""
"2005","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)","1,367.0",""
"2005","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2005","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)","235.0",""
"2005","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students","26.3",""
"2005","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)","420.7",""
"2005","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,225.7",""
"2005","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","14.2",""
"2005","Bulgaria","Pupils at ISCED level 0 (1 000)","202.8",""
"2005","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","20.3",""
"2005","Bulgaria","Pupils at ISCED level 1 (1 000)","290.0",""
"2005","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,911.9",""
"2005","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","13.1",""
"2005","Czechia","Pupils at ISCED level 0 (1 000)","288.4",""
"2005","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","22.9",""
"2005","Czechia","Pupils at ISCED level 1 (1 000)","502.8",""
"2005","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,144.2",""
"2005","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","18.2",""
"2005","Denmark","Pupils at ISCED level 0 (1 000)","253.7",""
"2005","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","29.6",""
"2005","Denmark","Pupils at ISCED level 1 (1 000)","414.1",""
"2005","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","14,467.2","d"
"2005","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","13.4","d"
"2005","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,232.3",""
"2005","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","19.8","d"
"2005","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","3,306.1",""
"2005","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","288.6",""
"2005","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","16.2",""
"2005","Estonia","Pupils at ISCED level 0 (1 000)","55.8",""
"2005","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","24.8",""
"2005","Estonia","Pupils at ISCED level 1 (1 000)","85.5",""
"2005","Ireland","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2005","Ireland","Pupils at ISCED level 0 - as % of all pupils and students",":","u"
"2005","Ireland","Pupils at ISCED level 0 (1 000)",":","u"
"2005","Ireland","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2005","Ireland","Pupils at ISCED level 1 (1 000)","454.1",""
"2005","Greece","Pupils and students (ISCED levels 1-6) (1 000)","2,052.6",""
"2005","Greece","Pupils at ISCED level 0 - as % of all pupils and students","6.5",""
"2005","Greece","Pupils at ISCED level 0 (1 000)","141.7",""
"2005","Greece","Pupils at ISCED level 1 - as % of all pupils and students","29.6",""
"2005","Greece","Pupils at ISCED level 1 (1 000)","650.3",""
"2005","Spain","Pupils and students (ISCED levels 1-6) (1 000)","7,537.0",""
"2005","Spain","Pupils at ISCED level 0 - as % of all pupils and students","15.9",""
"2005","Spain","Pupils at ISCED level 0 (1 000)","1,429.9",""
"2005","Spain","Pupils at ISCED level 1 - as % of all pupils and students","29.2",""
"2005","Spain","Pupils at ISCED level 1 (1 000)","2,619.9",""
"2005","France","Pupils and students (ISCED levels 1-6) (1 000)","12,315.4",""
"2005","France","Pupils at ISCED level 0 - as % of all pupils and students","17.6",""
"2005","France","Pupils at ISCED level 0 (1 000)","2,624.5",""
"2005","France","Pupils at ISCED level 1 - as % of all pupils and students","26.9",""
"2005","France","Pupils at ISCED level 1 (1 000)","4,015.5",""
"2005","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","735.9",""
"2005","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","10.8",""
"2005","Croatia","Pupils at ISCED level 0 (1 000)","88.9",""
"2005","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","23.8",""
"2005","Croatia","Pupils at ISCED level 1 (1 000)","196.3",""
"2005","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,408.9",""
"2005","Italy","Pupils at ISCED level 0 - as % of all pupils and students","15.0",""
"2005","Italy","Pupils at ISCED level 0 (1 000)","1,654.8",""
"2005","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.2",""
"2005","Italy","Pupils at ISCED level 1 (1 000)","2,790.3",""
"2005","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","146.6",""
"2005","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","10.1",""
"2005","Cyprus","Pupils at ISCED level 0 (1 000)","16.5",""
"2005","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","37.6",""
"2005","Cyprus","Pupils at ISCED level 1 (1 000)","61.2",""
"2005","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","491.0",""
"2005","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","11.3",""
"2005","Latvia","Pupils at ISCED level 0 (1 000)","62.8",""
"2005","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","15.2",""
"2005","Latvia","Pupils at ISCED level 1 (1 000)","84.4",""
"2005","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","805.2",""
"2005","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","9.8",""
"2005","Lithuania","Pupils at ISCED level 0 (1 000)","87.3",""
"2005","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","17.7",""
"2005","Lithuania","Pupils at ISCED level 1 (1 000)","158.1",""
"2005","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","72.8",""
"2005","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","16.9",""
"2005","Luxembourg","Pupils at ISCED level 0 (1 000)","14.8",""
"2005","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","40.0",""
"2005","Luxembourg","Pupils at ISCED level 1 (1 000)","35.0",""
"2005","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,976.3",""
"2005","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","14.2",""
"2005","Hungary","Pupils at ISCED level 0 (1 000)","326.0",""
"2005","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","18.7",""
"2005","Hungary","Pupils at ISCED level 1 (1 000)","430.9",""
"2005","Malta","Pupils and students (ISCED levels 1-6) (1 000)","79.8",""
"2005","Malta","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2005","Malta","Pupils at ISCED level 0 (1 000)","8.6",""
"2005","Malta","Pupils at ISCED level 1 - as % of all pupils and students","33.5",""
"2005","Malta","Pupils at ISCED level 1 (1 000)","29.6",""
"2005","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,289.2",""
"2005","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2005","Netherlands","Pupils at ISCED level 0 (1 000)","355.3",""
"2005","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","35.1",""
"2005","Netherlands","Pupils at ISCED level 1 (1 000)","1,278.0",""
"2005","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,461.9",""
"2005","Austria","Pupils at ISCED level 0 - as % of all pupils and students","12.9",""
"2005","Austria","Pupils at ISCED level 0 (1 000)","216.5",""
"2005","Austria","Pupils at ISCED level 1 - as % of all pupils and students","21.6",""
"2005","Austria","Pupils at ISCED level 1 (1 000)","362.8",""
"2005","Poland","Pupils and students (ISCED levels 1-6) (1 000)","8,887.4",""
"2005","Poland","Pupils at ISCED level 0 - as % of all pupils and students","8.6",""
"2005","Poland","Pupils at ISCED level 0 (1 000)","831.9",""
"2005","Poland","Pupils at ISCED level 1 - as % of all pupils and students","28.0",""
"2005","Poland","Pupils at ISCED level 1 (1 000)","2,723.8",""
"2005","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","1,913.1",""
"2005","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","12.0",""
"2005","Portugal","Pupils at ISCED level 0 (1 000)","259.8",""
"2005","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","35.5",""
"2005","Portugal","Pupils at ISCED level 1 (1 000)","772.2",""
"2005","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,847.4",""
"2005","Romania","Pupils at ISCED level 0 - as % of all pupils and students","14.4",""
"2005","Romania","Pupils at ISCED level 0 (1 000)","644.9",""
"2005","Romania","Pupils at ISCED level 1 - as % of all pupils and students","21.6",""
"2005","Romania","Pupils at ISCED level 1 (1 000)","970.3",""
"2005","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","409.5",""
"2005","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","9.2",""
"2005","Slovenia","Pupils at ISCED level 0 (1 000)","41.7",""
"2005","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","20.7",""
"2005","Slovenia","Pupils at ISCED level 1 (1 000)","93.3",""
"2005","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","1,101.3",""
"2005","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","12.2",""
"2005","Slovakia","Pupils at ISCED level 0 (1 000)","152.5",""
"2005","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","19.3",""
"2005","Slovakia","Pupils at ISCED level 1 (1 000)","242.5",""
"2005","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,239.9",""
"2005","Finland","Pupils at ISCED level 0 - as % of all pupils and students","10.0",""
"2005","Finland","Pupils at ISCED level 0 (1 000)","137.4",""
"2005","Finland","Pupils at ISCED level 1 - as % of all pupils and students","27.7",""
"2005","Finland","Pupils at ISCED level 1 (1 000)","381.8",""
"2005","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,113.8",""
"2005","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","13.6",""
"2005","Sweden","Pupils at ISCED level 0 (1 000)","333.9",""
"2005","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","29.4",""
"2005","Sweden","Pupils at ISCED level 1 (1 000)","718.7",""
"2005","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","16,714.2",""
"2005","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","5.5","d"
"2005","United Kingdom","Pupils at ISCED level 0 (1 000)","977.4",""
"2005","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","26.2","d"
"2005","United Kingdom","Pupils at ISCED level 1 (1 000)","4,635.0",""
"2005","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","83.0",""
"2005","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","12.6",""
"2005","Iceland","Pupils at ISCED level 0 (1 000)","12.0",""
"2005","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","32.4",""
"2005","Iceland","Pupils at ISCED level 1 (1 000)","30.8",""
"2005","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.0",""
"2005","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","12.3",""
"2005","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.8",""
"2005","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","32.5",""
"2005","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.2",""
"2005","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,052.0",""
"2005","Norway","Pupils at ISCED level 0 - as % of all pupils and students","13.0",""
"2005","Norway","Pupils at ISCED level 0 (1 000)","157.1",""
"2005","Norway","Pupils at ISCED level 1 - as % of all pupils and students","35.5",""
"2005","Norway","Pupils at ISCED level 1 (1 000)","429.7",""
"2005","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,333.6",""
"2005","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","10.5",""
"2005","Switzerland","Pupils at ISCED level 0 (1 000)","156.2",""
"2005","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","35.2",""
"2005","Switzerland","Pupils at ISCED level 1 (1 000)","524.2",""
"2005","North Macedonia","Pupils and students (ISCED levels 1-6) (1 000)","374.4","d"
"2005","North Macedonia","Pupils at ISCED level 0 - as % of all pupils and students","8.2","d"
"2005","North Macedonia","Pupils at ISCED level 0 (1 000)","33.2",""
"2005","North Macedonia","Pupils at ISCED level 1 - as % of all pupils and students","27.0","d"
"2005","North Macedonia","Pupils at ISCED level 1 (1 000)","110.2",""
"2005","Albania","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2005","Albania","Pupils at ISCED level 0 - as % of all pupils and students",":",""
"2005","Albania","Pupils at ISCED level 0 (1 000)",":",""
"2005","Albania","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2005","Albania","Pupils at ISCED level 1 (1 000)",":",""
"2005","Turkey","Pupils and students (ISCED levels 1-6) (1 000)","16,021.2",""
"2005","Turkey","Pupils at ISCED level 0 - as % of all pupils and students","2.6",""
"2005","Turkey","Pupils at ISCED level 0 (1 000)","434.8",""
"2005","Turkey","Pupils at ISCED level 1 - as % of all pupils and students","64.2",""
"2005","Turkey","Pupils at ISCED level 1 (1 000)","10,565.4",""
"2006","Belgium","Pupils and students (ISCED levels 1-6) (1 000)","2,409.5",""
"2006","Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.6",""
"2006","Belgium","Pupils at ISCED level 0 (1 000)","411.7",""
"2006","Belgium","Pupils at ISCED level 1 - as % of all pupils and students","26.0",""
"2006","Belgium","Pupils at ISCED level 1 (1 000)","732.8",""
"2006","French Community in Belgium including small German-speaking Community","Pupils and students (ISCED levels 1-6) (1 000)","1,024.7",""
"2006","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2006","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 0 (1 000)","177.2",""
"2006","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 - as % of all pupils and students","26.4",""
"2006","French Community in Belgium including small German-speaking Community","Pupils at ISCED level 1 (1 000)","317.1",""
"2006","Flemish Community in Belgium","Pupils and students (ISCED levels 1-6) (1 000)","1,384.8",""
"2006","Flemish Community in Belgium","Pupils at ISCED level 0 - as % of all pupils and students","14.5",""
"2006","Flemish Community in Belgium","Pupils at ISCED level 0 (1 000)","234.5",""
"2006","Flemish Community in Belgium","Pupils at ISCED level 1 - as % of all pupils and students","25.7",""
"2006","Flemish Community in Belgium","Pupils at ISCED level 1 (1 000)","415.7",""
"2006","Bulgaria","Pupils and students (ISCED levels 1-6) (1 000)","1,192.5",""
"2006","Bulgaria","Pupils at ISCED level 0 - as % of all pupils and students","14.7",""
"2006","Bulgaria","Pupils at ISCED level 0 (1 000)","206.2",""
"2006","Bulgaria","Pupils at ISCED level 1 - as % of all pupils and students","19.5",""
"2006","Bulgaria","Pupils at ISCED level 1 (1 000)","273.0",""
"2006","Czechia","Pupils and students (ISCED levels 1-6) (1 000)","1,869.3",""
"2006","Czechia","Pupils at ISCED level 0 - as % of all pupils and students","13.2",""
"2006","Czechia","Pupils at ISCED level 0 (1 000)","284.0",""
"2006","Czechia","Pupils at ISCED level 1 - as % of all pupils and students","22.0",""
"2006","Czechia","Pupils at ISCED level 1 (1 000)","473.3",""
"2006","Denmark","Pupils and students (ISCED levels 1-6) (1 000)","1,141.8",""
"2006","Denmark","Pupils at ISCED level 0 - as % of all pupils and students","18.1",""
"2006","Denmark","Pupils at ISCED level 0 (1 000)","253.0",""
"2006","Denmark","Pupils at ISCED level 1 - as % of all pupils and students","29.8",""
"2006","Denmark","Pupils at ISCED level 1 (1 000)","415.8",""
"2006","Germany (until 1990 former territory of the FRG)","Pupils and students (ISCED levels 1-6) (1 000)","14,393.5","d"
"2006","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 - as % of all pupils and students","14.5","d"
"2006","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 0 (1 000)","2,443.6",""
"2006","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 - as % of all pupils and students","19.8","d"
"2006","Germany (until 1990 former territory of the FRG)","Pupils at ISCED level 1 (1 000)","3,329.3",""
"2006","Estonia","Pupils and students (ISCED levels 1-6) (1 000)","278.3",""
"2006","Estonia","Pupils at ISCED level 0 - as % of all pupils and students","14.5",""
"2006","Estonia","Pupils at ISCED level 0 (1 000)","47.2",""
"2006","Estonia","Pupils at ISCED level 1 - as % of all pupils and students","24.5",""
"2006","Estonia","Pupils at ISCED level 1 (1 000)","79.6",""
"2006","Ireland","Pupils and students (ISCED levels 1-6) (1 000)",":",""
"2006","Ireland","Pupils at ISCED level 0 - as % of all pupils and students",":","u"
"2006","Ireland","Pupils at ISCED level 0 (1 000)",":","u"
"2006","Ireland","Pupils at ISCED level 1 - as % of all pupils and students",":",""
"2006","Ireland","Pupils at ISCED level 1 (1 000)","461.6",""
"2006","Greece","Pupils and students (ISCED levels 1-6) (1 000)","2,042.0",""
"2006","Greece","Pupils at ISCED level 0 - as % of all pupils and students","6.5",""
"2006","Greece","Pupils at ISCED level 0 (1 000)","143.0",""
"2006","Greece","Pupils at ISCED level 1 - as % of all pupils and students","29.5",""
"2006","Greece","Pupils at ISCED level 1 (1 000)","645.4",""
"2006","Spain","Pupils and students (ISCED levels 1-6) (1 000)","7,529.2",""
"2006","Spain","Pupils at ISCED level 0 - as % of all pupils and students","16.5",""
"2006","Spain","Pupils at ISCED level 0 (1 000)","1,489.9",""
"2006","Spain","Pupils at ISCED level 1 - as % of all pupils and students","29.4",""
"2006","Spain","Pupils at ISCED level 1 (1 000)","2,648.9",""
"2006","France","Pupils and students (ISCED levels 1-6) (1 000)","12,320.5",""
"2006","France","Pupils at ISCED level 0 - as % of all pupils and students","17.6",""
"2006","France","Pupils at ISCED level 0 (1 000)","2,627.8",""
"2006","France","Pupils at ISCED level 1 - as % of all pupils and students","27.1",""
"2006","France","Pupils at ISCED level 1 (1 000)","4,051.9",""
"2006","Croatia","Pupils and students (ISCED levels 1-6) (1 000)","732.6",""
"2006","Croatia","Pupils at ISCED level 0 - as % of all pupils and students","10.9",""
"2006","Croatia","Pupils at ISCED level 0 (1 000)","89.6",""
"2006","Croatia","Pupils at ISCED level 1 - as % of all pupils and students","23.7",""
"2006","Croatia","Pupils at ISCED level 1 (1 000)","194.7",""
"2006","Italy","Pupils and students (ISCED levels 1-6) (1 000)","9,464.4",""
"2006","Italy","Pupils at ISCED level 0 - as % of all pupils and students","14.9",""
"2006","Italy","Pupils at ISCED level 0 (1 000)","1,662.1",""
"2006","Italy","Pupils at ISCED level 1 - as % of all pupils and students","25.2",""
"2006","Italy","Pupils at ISCED level 1 (1 000)","2,808.8",""
"2006","Cyprus","Pupils and students (ISCED levels 1-6) (1 000)","146.0",""
"2006","Cyprus","Pupils at ISCED level 0 - as % of all pupils and students","11.8",""
"2006","Cyprus","Pupils at ISCED level 0 (1 000)","19.5",""
"2006","Cyprus","Pupils at ISCED level 1 - as % of all pupils and students","36.1",""
"2006","Cyprus","Pupils at ISCED level 1 (1 000)","59.7",""
"2006","Latvia","Pupils and students (ISCED levels 1-6) (1 000)","472.4",""
"2006","Latvia","Pupils at ISCED level 0 - as % of all pupils and students","12.0",""
"2006","Latvia","Pupils at ISCED level 0 (1 000)","64.7",""
"2006","Latvia","Pupils at ISCED level 1 - as % of all pupils and students","14.7",""
"2006","Latvia","Pupils at ISCED level 1 (1 000)","78.8",""
"2006","Lithuania","Pupils and students (ISCED levels 1-6) (1 000)","783.6",""
"2006","Lithuania","Pupils at ISCED level 0 - as % of all pupils and students","10.2",""
"2006","Lithuania","Pupils at ISCED level 0 (1 000)","89.1",""
"2006","Lithuania","Pupils at ISCED level 1 - as % of all pupils and students","17.2",""
"2006","Lithuania","Pupils at ISCED level 1 (1 000)","150.4",""
"2006","Luxembourg","Pupils and students (ISCED levels 1-6) (1 000)","77.1",""
"2006","Luxembourg","Pupils at ISCED level 0 - as % of all pupils and students","16.2",""
"2006","Luxembourg","Pupils at ISCED level 0 (1 000)","14.9",""
"2006","Luxembourg","Pupils at ISCED level 1 - as % of all pupils and students","38.5",""
"2006","Luxembourg","Pupils at ISCED level 1 (1 000)","35.4",""
"2006","Hungary","Pupils and students (ISCED levels 1-6) (1 000)","1,952.2",""
"2006","Hungary","Pupils at ISCED level 0 - as % of all pupils and students","14.3",""
"2006","Hungary","Pupils at ISCED level 0 (1 000)","326.6",""
"2006","Hungary","Pupils at ISCED level 1 - as % of all pupils and students","18.3",""
"2006","Hungary","Pupils at ISCED level 1 (1 000)","416.1",""
"2006","Malta","Pupils and students (ISCED levels 1-6) (1 000)","78.1",""
"2006","Malta","Pupils at ISCED level 0 - as % of all pupils and students","9.6",""
"2006","Malta","Pupils at ISCED level 0 (1 000)","8.3",""
"2006","Malta","Pupils at ISCED level 1 - as % of all pupils and students","34.3",""
"2006","Malta","Pupils at ISCED level 1 (1 000)","29.6",""
"2006","Netherlands","Pupils and students (ISCED levels 1-6) (1 000)","3,317.5",""
"2006","Netherlands","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2006","Netherlands","Pupils at ISCED level 0 (1 000)","355.4",""
"2006","Netherlands","Pupils at ISCED level 1 - as % of all pupils and students","34.8",""
"2006","Netherlands","Pupils at ISCED level 1 (1 000)","1,277.5",""
"2006","Austria","Pupils and students (ISCED levels 1-6) (1 000)","1,470.8",""
"2006","Austria","Pupils at ISCED level 0 - as % of all pupils and students","12.8",""
"2006","Austria","Pupils at ISCED level 0 (1 000)","216.8",""
"2006","Austria","Pupils at ISCED level 1 - as % of all pupils and students","21.1",""
"2006","Austria","Pupils at ISCED level 1 (1 000)","355.3",""
"2006","Poland","Pupils and students (ISCED levels 1-6) (1 000)","8,663.4",""
"2006","Poland","Pupils at ISCED level 0 - as % of all pupils and students","8.8",""
"2006","Poland","Pupils at ISCED level 0 (1 000)","840.0",""
"2006","Poland","Pupils at ISCED level 1 - as % of all pupils and students","27.4",""
"2006","Poland","Pupils at ISCED level 1 (1 000)","2,602.1",""
"2006","Portugal","Pupils and students (ISCED levels 1-6) (1 000)","1,862.3",""
"2006","Portugal","Pupils at ISCED level 0 - as % of all pupils and students","12.3",""
"2006","Portugal","Pupils at ISCED level 0 (1 000)","262.0",""
"2006","Portugal","Pupils at ISCED level 1 - as % of all pupils and students","35.4",""
"2006","Portugal","Pupils at ISCED level 1 (1 000)","751.9",""
"2006","Romania","Pupils and students (ISCED levels 1-6) (1 000)","3,831.0",""
"2006","Romania","Pupils at ISCED level 0 - as % of all pupils and students","14.5",""
"2006","Romania","Pupils at ISCED level 0 (1 000)","648.3",""
"2006","Romania","Pupils at ISCED level 1 - as % of all pupils and students","21.0",""
"2006","Romania","Pupils at ISCED level 1 (1 000)","939.3",""
"2006","Slovenia","Pupils and students (ISCED levels 1-6) (1 000)","403.1",""
"2006","Slovenia","Pupils at ISCED level 0 - as % of all pupils and students","9.7",""
"2006","Slovenia","Pupils at ISCED level 0 (1 000)","43.5",""
"2006","Slovenia","Pupils at ISCED level 1 - as % of all pupils and students","20.9",""
"2006","Slovenia","Pupils at ISCED level 1 (1 000)","93.5",""
"2006","Slovakia","Pupils and students (ISCED levels 1-6) (1 000)","1,088.6",""
"2006","Slovakia","Pupils at ISCED level 0 - as % of all pupils and students","11.8",""
"2006","Slovakia","Pupils at ISCED level 0 (1 000)","145.0",""
"2006","Slovakia","Pupils at ISCED level 1 - as % of all pupils and students","19.1",""
"2006","Slovakia","Pupils at ISCED level 1 (1 000)","235.4",""
"2006","Finland","Pupils and students (ISCED levels 1-6) (1 000)","1,246.4",""
"2006","Finland","Pupils at ISCED level 0 - as % of all pupils and students","10.1",""
"2006","Finland","Pupils at ISCED level 0 (1 000)","139.9",""
"2006","Finland","Pupils at ISCED level 1 - as % of all pupils and students","26.8",""
"2006","Finland","Pupils at ISCED level 1 (1 000)","372.1",""
"2006","Sweden","Pupils and students (ISCED levels 1-6) (1 000)","2,096.1",""
"2006","Sweden","Pupils at ISCED level 0 - as % of all pupils and students","13.7",""
"2006","Sweden","Pupils at ISCED level 0 (1 000)","333.0",""
"2006","Sweden","Pupils at ISCED level 1 - as % of all pupils and students","28.5",""
"2006","Sweden","Pupils at ISCED level 1 (1 000)","691.6",""
"2006","United Kingdom","Pupils and students (ISCED levels 1-6) (1 000)","12,735.8",""
"2006","United Kingdom","Pupils at ISCED level 0 - as % of all pupils and students","7.2","d"
"2006","United Kingdom","Pupils at ISCED level 0 (1 000)","989.6",""
"2006","United Kingdom","Pupils at ISCED level 1 - as % of all pupils and students","32.9","d"
"2006","United Kingdom","Pupils at ISCED level 1 (1 000)","4,517.6",""
"2006","Iceland","Pupils and students (ISCED levels 1-6) (1 000)","84.3",""
"2006","Iceland","Pupils at ISCED level 0 - as % of all pupils and students","12.4",""
"2006","Iceland","Pupils at ISCED level 0 (1 000)","11.9",""
"2006","Iceland","Pupils at ISCED level 1 - as % of all pupils and students","31.6",""
"2006","Iceland","Pupils at ISCED level 1 (1 000)","30.4",""
"2006","Liechtenstein","Pupils and students (ISCED levels 1-6) (1 000)","6.2",""
"2006","Liechtenstein","Pupils at ISCED level 0 - as % of all pupils and students","11.4",""
"2006","Liechtenstein","Pupils at ISCED level 0 (1 000)","0.8",""
"2006","Liechtenstein","Pupils at ISCED level 1 - as % of all pupils and students","32.1",""
"2006","Liechtenstein","Pupils at ISCED level 1 (1 000)","2.2",""
"2006","Norway","Pupils and students (ISCED levels 1-6) (1 000)","1,068.1",""
"2006","Norway","Pupils at ISCED level 0 - as % of all pupils and students","13.0",""
"2006","Norway","Pupils at ISCED level 0 (1 000)","159.3",""
"2006","Norway","Pupils at ISCED level 1 - as % of all pupils and students","35.0",""
"2006","Norway","Pupils at ISCED level 1 (1 000)","429.7",""
"2006","Switzerland","Pupils and students (ISCED levels 1-6) (1 000)","1,340.4",""
"2006","Switzerland","Pupils at ISCED level 0 - as % of all pupils and students","10.4",""
"2006","Switzerland","Pupils at ISCED level 0 (1 000)","156.1",""
"2006","Switzerland","Pupils at ISCED level 1 - as % of all pupils and students","34.6",""
